index,ids,artist,genre,name,subgenres,urls,artist_song,photos
990,3SNommmB6n1ccaMhdh8suO,Johann Sebastian Bach,classical,"Sonata No. 2 in A minor, BWV 1003: IV. Allegro",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3SNommmB6n1ccaMhdh8suO.mp3,"Johann Sebastian Bach - Sonata No. 2 in A minor, BWV 1003: IV. Allegro",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
991,3TQuC8kp1TMwleqLjn5Phy,Gabriel Fauré,classical,"Requiem, op. 48: Offertoire",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3TQuC8kp1TMwleqLjn5Phy.mp3,"Gabriel Fauré - Requiem, op. 48: Offertoire",https://tse2.mm.bing.net/th?id=OIP.ILyFWx1a2btTiAGbLT9-ZQHaKT&pid=Api
992,3TYuiwuULBtyw1nQcOgGj3,Béla Bartók,classical,"String Quartet No. 3 in C sharp major, Sz. 85, BB 93: III. Ricapitulazione della prima parte. Moderato",['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3TYuiwuULBtyw1nQcOgGj3.mp3,"Béla Bartók - String Quartet No. 3 in C sharp major, Sz. 85, BB 93: III. Ricapitulazione della prima parte. Moderato",https://tse3.mm.bing.net/th?id=OIP.CrrNiIgNs2LWOCbucH8PHgHaJ4&pid=Api
993,3UCkSy4kbnW02zvLJPRTiT,Ludwig van Beethoven,classical,"Symphony no. 7 in A major, op. 92: II. Allegretto",['classical---classical' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3UCkSy4kbnW02zvLJPRTiT.mp3,"Ludwig van Beethoven - Symphony no. 7 in A major, op. 92: II. Allegretto",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
994,3Ub9fxjj7KRkdQun7nw9oX,Bear McCreary,classical,Mrs. Fitz,['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3Ub9fxjj7KRkdQun7nw9oX.mp3,Bear McCreary - Mrs. Fitz,https://tse2.mm.bing.net/th?id=OIP._NI1a_eBOyaBG1RA1-D3PAHaEG&pid=Api
995,3Ug63ePkb6TeGsz8k2XLWa,Leif Ove Andsnes,classical,Knut Lurasens halling I (Knut Larasen's halling I) Op.72 No. 10,['classical---modern' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3Ug63ePkb6TeGsz8k2XLWa.mp3,Leif Ove Andsnes - Knut Lurasens halling I (Knut Larasen's halling I) Op.72 No. 10,https://tse1.mm.bing.net/th?id=OIP.Lx_tVx2-wEZ6tuauh6twFgHaH6&pid=Api
996,3WIGh7ULfRW4c0gWwUrtTU,Béla Bartók,classical,"For Children, Sz. 42 Volume 2",['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3WIGh7ULfRW4c0gWwUrtTU.mp3,"Béla Bartók - For Children, Sz. 42 Volume 2",https://tse3.mm.bing.net/th?id=OIP.CrrNiIgNs2LWOCbucH8PHgHaJ4&pid=Api
997,3WtLQJEmFO5QojdOsuEOGs,Johann Sebastian Bach,classical,"Goldberg Variations, BWV 988: Variation 25",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3WtLQJEmFO5QojdOsuEOGs.mp3,"Johann Sebastian Bach - Goldberg Variations, BWV 988: Variation 25",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
998,3WtjVYNev56HVX0rgnoq9Y,Omar Akram,classical,A Day With You,['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3WtjVYNev56HVX0rgnoq9Y.mp3,Omar Akram - A Day With You,https://tse2.mm.bing.net/th?id=OIP.uTCZ_roVs0o9usbPYEblzgHaE7&pid=Api
999,3Wwba621okL6wwGn6KMzre,Gioachino Rossini,classical,William Tell,['classical---classical' 'classical---opera'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3Wwba621okL6wwGn6KMzre.mp3,Gioachino Rossini - William Tell,https://tse3.mm.bing.net/th?id=OIP.ZXhhs_bYFQA9B2TQYcRrPAAAAA&pid=Api
1000,3XFcsC3wl5SDZHPrH38oOl,Joaquín Rodrigo,classical,Fantasia para un gentilhombre: III. Danza de las hachas,['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3XFcsC3wl5SDZHPrH38oOl.mp3,Joaquín Rodrigo - Fantasia para un gentilhombre: III. Danza de las hachas,https://tse4.mm.bing.net/th?id=OIP._8iOiv0XobaR4B71MU0PrwHaE8&pid=Api
1001,3Yw3plLdvZMBClCtZae8bt,Sergei Rachmaninov,classical,"Prelude in B minor, op. 32 no. 10",['classical---classical' 'classical---modern' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3Yw3plLdvZMBClCtZae8bt.mp3,"Sergei Rachmaninov - Prelude in B minor, op. 32 no. 10",https://tse4.mm.bing.net/th?id=OIP.suaDDGgh21mY-SiI9fkJtAAAAA&pid=Api
1002,3ZZE1Ji2ldYPGXtZYXKa7r,Robert Schumann,classical,"Piano Quintet in E-flat major, op. 44: I. Allegro brillante","['classical---baroque' 'classical---classical' 'classical---modern'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3ZZE1Ji2ldYPGXtZYXKa7r.mp3,"Robert Schumann - Piano Quintet in E-flat major, op. 44: I. Allegro brillante",https://tse4.mm.bing.net/th?id=OIP.ay19psU-YCbYVksmCe37dwHaHx&pid=Api
1003,3ZcHjK3oA2vgA9c1fmqXBa,Ludwig van Beethoven,classical,"Sonata for Piano No. 1 in F minor, Op. 2 No. 1: III. Menuetto. Allegretto",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3ZcHjK3oA2vgA9c1fmqXBa.mp3,"Ludwig van Beethoven - Sonata for Piano No. 1 in F minor, Op. 2 No. 1: III. Menuetto. Allegretto",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
1004,3Zt4BYHTke6azbdbrIYfzf,Ludwig van Beethoven,classical,"Symphony No. 8 in F major, Op. 93: II. Allegretto scherzando",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3Zt4BYHTke6azbdbrIYfzf.mp3,"Ludwig van Beethoven - Symphony No. 8 in F major, Op. 93: II. Allegretto scherzando",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
1005,3a0f1P42ynxsfOsMEAg05b,Gustav Holst,classical,"The Planets, op. 32: IV. Jupiter, the Bringer of Jollity",['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3a0f1P42ynxsfOsMEAg05b.mp3,"Gustav Holst - The Planets, op. 32: IV. Jupiter, the Bringer of Jollity",https://tse3.mm.bing.net/th?id=OIP.NXBqeb5ls6xYf9L4SOpDCgHaJO&pid=Api
1006,3aLwh0vXe5gkP5WqUH8w4K,Johann Sebastian Bach,classical,"Concerto No. 5 in D major, BWV 1050: I. Allegro",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3aLwh0vXe5gkP5WqUH8w4K.mp3,"Johann Sebastian Bach - Concerto No. 5 in D major, BWV 1050: I. Allegro",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1007,3aaTX4QU67Z6AMmEXsejlp,Frédéric Chopin,classical,"Polonaise in A-flat major, Op. 53 ""Heroic""",['classical---classical' 'classical---modern' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3aaTX4QU67Z6AMmEXsejlp.mp3,"Frédéric Chopin - Polonaise in A-flat major, Op. 53 ""Heroic""",https://tse4.mm.bing.net/th?id=OIP.gnDvQV3d742sd2q-6xF-HgHaC4&pid=Api
1008,3af6PvJHP8XlFMWeuN7bF8,Jean Sibelius,classical,Andante Festivo,['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3af6PvJHP8XlFMWeuN7bF8.mp3,Jean Sibelius - Andante Festivo,https://tse4.mm.bing.net/th?id=OIP.5Gef1DWcxbIIhKY4TqRWTgHaE8&pid=Api
1009,3c7IMOKmfoaim3bVD2i9J7,Georg Friedrich Händel,classical,"Suite No. 2 in F major, HWV 427: II. Allegro","['classical---baroque' 'classical---classical' 'classical---modern'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3c7IMOKmfoaim3bVD2i9J7.mp3,"Georg Friedrich Händel - Suite No. 2 in F major, HWV 427: II. Allegro",https://tse2.mm.bing.net/th?id=OIP.gklnccN6NcvbZyDrRm8TZQHaJh&pid=Api
1010,3cN3QqNNwLjAyRv87rMEhh,Eklipse,classical,Cloudbusting,['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3cN3QqNNwLjAyRv87rMEhh.mp3,Eklipse - Cloudbusting,https://tse3.mm.bing.net/th?id=OIP.2rWlud5nj0ZI5MUSDmHauAAAAA&pid=Api
1011,3d2X5OW1sSYhtyt6oT9H9q,Jean Sibelius,classical,"Symphony no. 2 in D major, op. 43: 3. Vivacissimo",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3d2X5OW1sSYhtyt6oT9H9q.mp3,"Jean Sibelius - Symphony no. 2 in D major, op. 43: 3. Vivacissimo",https://tse4.mm.bing.net/th?id=OIP.5Gef1DWcxbIIhKY4TqRWTgHaE8&pid=Api
1012,3d9UJIGK4tXJs91k63XjqH,Antonio Vivaldi,classical,"Concerto no. 5 in A major, RV 347: I. Allegro",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3d9UJIGK4tXJs91k63XjqH.mp3,"Antonio Vivaldi - Concerto no. 5 in A major, RV 347: I. Allegro",https://tse3.mm.bing.net/th?id=OIP.ih77AwkG0mr8S3myTj31cAHaJg&pid=Api
1013,3dObajAARX9gtSsSxcd9Tc,Ludwig van Beethoven,classical,"Piano Concerto no. 5 in E-flat, op. 73 ""Emperor"": II. Adagio un poco mosso","['classical---baroque' 'classical---classical' 'classical---modern'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3dObajAARX9gtSsSxcd9Tc.mp3,"Ludwig van Beethoven - Piano Concerto no. 5 in E-flat, op. 73 ""Emperor"": II. Adagio un poco mosso",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
1014,3ejMGl81kc97oMeGZta6pD,Johann Sebastian Bach,classical,"Italian Concerto in F major, BWV 971: II. Andante",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3ejMGl81kc97oMeGZta6pD.mp3,"Johann Sebastian Bach - Italian Concerto in F major, BWV 971: II. Andante",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1015,3fQFFh2ya5i0fMzbdHBZB1,Frédéric Chopin,classical,"Precz z moich oczu, Op. 74 No. 6",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3fQFFh2ya5i0fMzbdHBZB1.mp3,"Frédéric Chopin - Precz z moich oczu, Op. 74 No. 6",https://tse4.mm.bing.net/th?id=OIP.gnDvQV3d742sd2q-6xF-HgHaC4&pid=Api
1016,3foD7uASyvlyCwIq2y9zxB,Johann Sebastian Bach,classical,No.2 en ré min. BWV 1008 - Courante,['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3foD7uASyvlyCwIq2y9zxB.mp3,Johann Sebastian Bach - No.2 en ré min. BWV 1008 - Courante,https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1017,3gbcZMm1wK6fFGhFVDHOqj,Joseph Haydn,classical,Symphony no. 91 in E-flat major: III. Menuet,['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3gbcZMm1wK6fFGhFVDHOqj.mp3,Joseph Haydn - Symphony no. 91 in E-flat major: III. Menuet,https://tse3.explicit.bing.net/th?id=OIP.RWrkN3ZXxDvV2C5U6UD2MwHaJP&pid=Api
1018,3i9cXOWrlP5PN0ZkQSzVbo,Richard Strauss,classical,Der Rosenkavalier: Waltzes,['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3i9cXOWrlP5PN0ZkQSzVbo.mp3,Richard Strauss - Der Rosenkavalier: Waltzes,https://tse1.mm.bing.net/th?id=OIP.Qqn6crlpvhE3nI6OnY8QLgAAAA&pid=Api
1019,3jJsAwuCkCOrLBbjMEksqQ,Georg Friedrich Händel,classical,"Lascia la spina, cogli la rosa","['classical---baroque' 'classical---classical' 'classical---opera'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3jJsAwuCkCOrLBbjMEksqQ.mp3,"Georg Friedrich Händel - Lascia la spina, cogli la rosa",https://tse2.mm.bing.net/th?id=OIP.gklnccN6NcvbZyDrRm8TZQHaJh&pid=Api
1020,3jNt1Wh1eFKTWhCkjlQhgg,Wolfgang Amadeus Mozart,classical,"Così fan tutte, K. 588: ""Ei parte... Senti... Per pietà, ben mio, perdona""",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3jNt1Wh1eFKTWhCkjlQhgg.mp3,"Wolfgang Amadeus Mozart - Così fan tutte, K. 588: ""Ei parte... Senti... Per pietà, ben mio, perdona""",https://tse3.mm.bing.net/th?id=OIP.vuiuDe1XxjiAa0cC6hWkCAAAAA&pid=Api
1021,3kdZLZqNJn7cQOKxZUwkWv,John Ottman,classical,Hat Rescue,['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3kdZLZqNJn7cQOKxZUwkWv.mp3,John Ottman - Hat Rescue,https://tse3.mm.bing.net/th?id=OIP.fEl4EB69Jd13zYG-oPBfLQHaJ-&pid=Api
1022,3l8pnLJsT1wkiM0SMqINOv,Johannes Brahms,classical,"Hungarian Dance for Four Hands in E minor, WoO 1 No. 20: Poco allegretto",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3l8pnLJsT1wkiM0SMqINOv.mp3,"Johannes Brahms - Hungarian Dance for Four Hands in E minor, WoO 1 No. 20: Poco allegretto",https://tse3.explicit.bing.net/th?id=OIP.S8lXdi6l73vcvK3WzL_hKgHaEK&pid=Api
1023,3lLbh9SMQfaEuYubYRjYUp,Johann Sebastian Bach,classical,"Partita No. 1 in B minor, BWV 1002: III. Corrente",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3lLbh9SMQfaEuYubYRjYUp.mp3,"Johann Sebastian Bach - Partita No. 1 in B minor, BWV 1002: III. Corrente",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1024,3leTyhTguxLryLUoRaxQ19,Camille Saint-Saëns,classical,"Introduction & Rondo capriccioso, op. 28",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3leTyhTguxLryLUoRaxQ19.mp3,"Camille Saint-Saëns - Introduction & Rondo capriccioso, op. 28",https://tse4.mm.bing.net/th?id=OIP.o6DN3L34H6Z0TN89_HLVQQAAAA&pid=Api
1025,3lthCiM5AHAppTcjqIQRmi,Georg Friedrich Händel,classical,Hallelujah Chorus from Messiah No. 44 Part Two,"['classical---baroque' 'classical---classical' 'classical---modern'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3lthCiM5AHAppTcjqIQRmi.mp3,Georg Friedrich Händel - Hallelujah Chorus from Messiah No. 44 Part Two,https://tse2.mm.bing.net/th?id=OIP.gklnccN6NcvbZyDrRm8TZQHaJh&pid=Api
1026,3nFIGJk5SJu2no28alNNGU,Ludwig Van Beethoven,classical,"Piano Sonata No. 31 in a-Flat Major, Op. 110: III.a. Adagio Ma Non Troppo",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3nFIGJk5SJu2no28alNNGU.mp3,"Ludwig Van Beethoven - Piano Sonata No. 31 in a-Flat Major, Op. 110: III.a. Adagio Ma Non Troppo",https://tse2.mm.bing.net/th?id=OIP.0C9YORyokonUz_MWdmTZ_QHaJk&pid=Api
1027,3npfnocGF6C0FBxfCvTsQW,Alberto Ginastera,classical,"Sonata No. 1, Op. 22: Ruvido ed Ostinato",['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3npfnocGF6C0FBxfCvTsQW.mp3,"Alberto Ginastera - Sonata No. 1, Op. 22: Ruvido ed Ostinato",https://tse2.mm.bing.net/th?id=OIP.r7vqEV4TSBPNlHNK_pauDgEsEs&pid=Api
1028,3nxaPqAOxUxkLhIhbvmv4t,Johann Sebastian Bach,classical,"Violin Concerto in E, BWV 1042: I. Allegro",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3nxaPqAOxUxkLhIhbvmv4t.mp3,"Johann Sebastian Bach - Violin Concerto in E, BWV 1042: I. Allegro",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1029,3ok4aAiLrrRrxHy2up9Udj,Wolfgang Amadeus Mozart,classical,"Requiem, K. 626: I. Introitus: Requiem",['classical---classical' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3ok4aAiLrrRrxHy2up9Udj.mp3,"Wolfgang Amadeus Mozart - Requiem, K. 626: I. Introitus: Requiem",https://tse3.mm.bing.net/th?id=OIP.vuiuDe1XxjiAa0cC6hWkCAAAAA&pid=Api
1030,3p9rmySa4k3OQT0T6ohNth,Ludwig van Beethoven,classical,"Symphony No. 5 in C minor, Op. 67: II. Andante con moto",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3p9rmySa4k3OQT0T6ohNth.mp3,"Ludwig van Beethoven - Symphony No. 5 in C minor, Op. 67: II. Andante con moto",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
1031,3rrbVxLXhdj4haot4lwdzC,Johann Sebastian Bach,classical,"Passacaglia in c, BWV 582",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3rrbVxLXhdj4haot4lwdzC.mp3,"Johann Sebastian Bach - Passacaglia in c, BWV 582",https://tse3.mm.bing.net/th?id=OIP.R4z6i91mTddI9oPB9DOlewHaLH&pid=Api
1032,3rwT3BRPkuftQVDo2H0Kpw,Arthur Honegger,classical,Intrada,['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3rwT3BRPkuftQVDo2H0Kpw.mp3,Arthur Honegger - Intrada,https://tse1.mm.bing.net/th?id=OIP.d1e4-SETDYmYySLyoiP6kwHaIm&pid=Api
1033,3sSNLrnErQfJ5xLMoptLnK,Jean Sibelius,classical,"Symphony no. 4 in A minor, op. 63: II. Allegro molto vivace",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3sSNLrnErQfJ5xLMoptLnK.mp3,"Jean Sibelius - Symphony no. 4 in A minor, op. 63: II. Allegro molto vivace",https://tse4.mm.bing.net/th?id=OIP.5Gef1DWcxbIIhKY4TqRWTgHaE8&pid=Api
1034,3t4S6vxSVKzlS9WocvkrvW,Uakti,classical,Fire,['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3t4S6vxSVKzlS9WocvkrvW.mp3,Uakti - Fire,https://picsum.photos/id/684/640/360
1035,3wc9LRfX1qWr5yRpXbvPKW,Wolfgang Amadeus Mozart,classical,"Serenade No. 11 for Winds in E-flat major, K. 375: III. Adagio",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3wc9LRfX1qWr5yRpXbvPKW.mp3,"Wolfgang Amadeus Mozart - Serenade No. 11 for Winds in E-flat major, K. 375: III. Adagio",https://tse3.mm.bing.net/th?id=OIP.vuiuDe1XxjiAa0cC6hWkCAAAAA&pid=Api
1036,3wrg5xRuPcTYMjUIfowuaE,Wolfgang Amadeus Mozart,classical,"Symphony no. 34 in C major, K. 338: I. Allegro vivace",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3wrg5xRuPcTYMjUIfowuaE.mp3,"Wolfgang Amadeus Mozart - Symphony no. 34 in C major, K. 338: I. Allegro vivace",https://tse3.mm.bing.net/th?id=OIP.vuiuDe1XxjiAa0cC6hWkCAAAAA&pid=Api
1037,3xAoA1A1mdhmoJ4FtdpAve,Pyotr Ilyich Tchaikovsky,classical,"The Nutcracker Suite: II. Danse caractéristiques: c. Danse russe Trépak: Tempo di Trepak, molto vivace","['classical---baroque' 'classical---classical' 'classical---modern'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3xAoA1A1mdhmoJ4FtdpAve.mp3,"Pyotr Ilyich Tchaikovsky - The Nutcracker Suite: II. Danse caractéristiques: c. Danse russe Trépak: Tempo di Trepak, molto vivace",https://tse1.explicit.bing.net/th?id=OIP.cQFy61qi51MUG7UycDQl6AHaEi&pid=Api
1038,3y19XVk6JTqKLdQLCdKw4R,Henry Purcell,classical,"Dido: 'Ah! Belinda, I Am Press'd With Torment'",['classical---baroque' 'classical---opera'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3y19XVk6JTqKLdQLCdKw4R.mp3,"Henry Purcell - Dido: 'Ah! Belinda, I Am Press'd With Torment'",https://tse2.explicit.bing.net/th?id=OIP.USVLzz8-MCem2yr4y2se_AAAAA&pid=Api
1039,3yH7xKJdfWNlx1LcEbU2X9,Taksim Trio,classical,Belalım,['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3yH7xKJdfWNlx1LcEbU2X9.mp3,Taksim Trio - Belalım,https://tse4.mm.bing.net/th?id=OIP.gQBMbrQaiFJ4Xy0MEkareQHaE8&pid=Api
1040,3yzfk2QF61iV2riO1qm660,Antonio Vivaldi,classical,"Farnace, RV 711: Act 3. Scene 9. Recitativo",['classical---baroque' 'classical---opera'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3yzfk2QF61iV2riO1qm660.mp3,"Antonio Vivaldi - Farnace, RV 711: Act 3. Scene 9. Recitativo",https://tse3.mm.bing.net/th?id=OIP.ih77AwkG0mr8S3myTj31cAHaJg&pid=Api
1041,3zb6Yy3R74bLPXyTK4FRGR,Antonio Vivaldi,classical,"Concerto in D major, RV 564: Largo",['classical---baroque'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/3zb6Yy3R74bLPXyTK4FRGR.mp3,"Antonio Vivaldi - Concerto in D major, RV 564: Largo",https://tse3.mm.bing.net/th?id=OIP.ih77AwkG0mr8S3myTj31cAHaJg&pid=Api
1042,41kd6nWfxAytm08XVujL7q,Richard Strauss,classical,"Also sprach Zarathustra, op. 30",['classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/41kd6nWfxAytm08XVujL7q.mp3,"Richard Strauss - Also sprach Zarathustra, op. 30",https://tse1.mm.bing.net/th?id=OIP.Qqn6crlpvhE3nI6OnY8QLgAAAA&pid=Api
1043,42QeBTNQ62gtJUm0rB0sxh,Wolfgang Amadeus Mozart,classical,"Symphony No. 8 in D major, K. 48: II. Andante",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/42QeBTNQ62gtJUm0rB0sxh.mp3,"Wolfgang Amadeus Mozart - Symphony No. 8 in D major, K. 48: II. Andante",https://tse3.mm.bing.net/th?id=OIP.vuiuDe1XxjiAa0cC6hWkCAAAAA&pid=Api
1044,42g4GG7l4OxVK7yJsSnb2m,Astor Piazzolla,classical,Histoire du tango: II. Cafe 1930,['classical---modern'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/42g4GG7l4OxVK7yJsSnb2m.mp3,Astor Piazzolla - Histoire du tango: II. Cafe 1930,https://tse2.mm.bing.net/th?id=OIP.x51gybFEMyHv7rupGr9dYAAAAA&pid=Api
1045,43d2ooFlQv9Sg2LlCMPTM6,London Philharmonic Orchestra,classical,Carmen Suite: Habanera,['classical---baroque' 'classical---classical' 'classical---romantic'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/43d2ooFlQv9Sg2LlCMPTM6.mp3,London Philharmonic Orchestra - Carmen Suite: Habanera,https://tse2.mm.bing.net/th?id=OIP.ld8vVPC7HxeqF8_1lmsG8AHaFj&pid=Api
1046,44awB3tkPAie2ZtF4ZK3hA,Joseph Haydn,classical,"Symphony in C major, Hob I:33: II. Andante",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/44awB3tkPAie2ZtF4ZK3hA.mp3,"Joseph Haydn - Symphony in C major, Hob I:33: II. Andante",https://tse3.explicit.bing.net/th?id=OIP.RWrkN3ZXxDvV2C5U6UD2MwHaJP&pid=Api
1047,459lNmf6cbL5S1Hv6YE5uU,Ludwig van Beethoven,classical,"Sonata for Violin and Piano No. 7 in C minor, Op. 30 No. 2: I. Allegro con brio",['classical---classical'],https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/459lNmf6cbL5S1Hv6YE5uU.mp3,"Ludwig van Beethoven - Sonata for Violin and Piano No. 7 in C minor, Op. 30 No. 2: I. Allegro con brio",https://tse4.mm.bing.net/th?id=OIP.6rGZfBxaB5Jaw36ro9eapwHaJ3&pid=Api
1048,45QVpFPpNOYMXDbbEeZ39X,Georg Friedrich Händel,classical,Rinaldo: Lascia Ch'io Pianga,"['classical---baroque' 'classical---classical' 'classical---opera'
 'classical---romantic']",https://datalakerpg.s3.ap-southeast-2.amazonaws.com/ludwig_music_data/mp3/classical/45QVpFPpNOYMXDbbEeZ39X.mp3,Georg Friedrich Händel - Rinaldo: Lascia Ch'io Pianga,https://tse2.mm.bing.net/th?id=OIP.gklnccN6NcvbZyDrRm8TZQHaJh&pid=Api
